Filename,Class,Width,Height,Size (kB)
05ed63c0-cd14-411a-a080-62fad78e69db.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,103.465
0f789854-423e-41c0-8f55-330d82b7ff19.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,118.837
1a8321cc-81a7-4b4f-b493-664337195772.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,128.805
0d114433-b74a-4e6f-a047-b995bd2fa66e.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,100.304
17d9418d-037a-40a7-a9ad-f6ed68ed31fe.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,208.215
6665e67e-fe6d-428c-aa5f-24511b8f8baf.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,206.608
0d020f42-995c-4287-a6d3-6db3efa2eadf.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,121.385
00deb127-a9f0-4b7e-b94b-6d1e0f9375e5.jpg,Normal mucosa and vascular pattern in the large bowel,1920,1072,448.434
0f70dae2-c170-419e-abb9-9a95098f0fd8.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,160.826
0ec7a59f-a502-40d4-8e29-7aad98e1bfa9.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,224.564
061559b6-102b-47c5-af82-babc9e3b02e0.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,96.634
0dc9e627-9077-4501-9e7b-3f1c377707fc.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,257.76
179ca298-9da4-4ecb-9a34-9598af8ee339.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,259.509
0ae0fc4a-81d4-4c17-9af0-b422a197ab65.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,156.679
09c30d60-a13f-444d-90ad-67a208d7d575.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,166.42
6ab31716-d3a3-4691-ad26-9b863f6aaee7.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,192.124
1a25b809-f0eb-47ed-b068-e78339395672.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,160.27
24d333f6-43ac-4d9a-a406-f15881999b09.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,305.345
0ef6c261-077a-40c1-9e94-bd4ef801ca9a.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,121.869
0b3741b0-d6d0-4f97-a123-6e271e9cf040.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,169.282
0ecb01af-901d-4c58-9e51-5cb13b462f08.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,120.699
112ae73d-0860-413c-975c-3a5d06519651.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,169.28
7be8d444-780b-4269-b748-e198c4a3bcab.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,155.539
9b51d788-654a-4624-8e28-713b385958df.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,222.546
03404d98-c067-4157-ae27-0488061a53cc.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,128.305
05f3e15f-2bea-470d-b364-b62b348d6541.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,118.607
65501937-b6d2-40c8-9137-523977bfa7cc.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,142.177
040a7bdc-1501-4f2c-bd78-6f2bc85228b3.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,123.593
6672b0d1-8f2b-4f7c-afb7-91caccf7ac3f.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,246.508
a0b26bc9-b7cf-4ee3-809d-5bb742e9f61e.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,173.638
6b899bd5-1c60-451c-bc66-4f0fa04c75b6.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,248.438
22ae95e6-25b4-485d-a745-0b602aaadbff.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,226.362
7c969bf3-0ede-4f08-bab9-3f48e3b285f0.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,212.563
01cefcbb-043e-4936-a479-36ea785bd99b.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,191.484
0dd20be6-568d-44fc-9155-4917ce96101a.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,158.983
0ff8e7a9-0984-4882-8144-4e3ce3eb16c0.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,108.979
7fe4c463-b145-40c8-8c18-9ae2c134e61b.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,211.773
1bfc6bf9-bcd3-4282-ac22-8c78d3e9285b.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,181.402
80ab64de-2699-42ae-830c-a0569acc586d.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,328.339
87a8ea1d-642b-4e5a-bba8-803055c68c5d.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,214.929
01ca6f62-f46f-40b1-96a7-99ec917852b4.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,135.965
8f2426d5-3ada-430e-9853-39459266ebba.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,157.325
1f6b4846-6ca6-498f-9c28-01bf789dda5d.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,204.224
1a673bf0-c786-44af-9f57-852041814f9a.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,80.007
031ab94d-23a4-4cce-9b12-e3a6e3b34cb4.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,86.432
41452832-e008-4c91-8ee9-c3219dfe593b.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,250.362
28b98789-6a7d-45bb-91b0-313c74e3a036.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,315.842
0da6d589-54d7-47c9-8e2b-35978d303487.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,163.834
8b77780c-cddf-47ab-86b7-c6c1b2c70cd7.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,187.102
0dbc7b44-8e98-4eb7-8859-ee9ef20d4936.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,181.347
0982967b-04b1-401d-bfa6-d95ea57d7bc9.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,210.499
0a82fd22-a5c5-4f24-89aa-8289b042a778.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,131.361
0fe618d1-ae46-4dc5-a3ce-7eeeb68b0e1c.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,213.363
1f4fb165-e3d8-4d1c-8170-e7bfd439a75e.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,212.114
02cfc2e0-b128-4b0d-aafb-5450e9e343be.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,183.753
0782cfe2-e7d1-4592-82e9-0af6a1df55ce.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,107.857
85335f09-587d-4ea1-a305-01c6924caf4f.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,170.831
a5a60617-aa82-4980-af0c-66c4ec38f637.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,293.798
02ab7533-3a47-45c8-a265-c50cc05a164a.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,108.182
2af7aa3d-0e5c-4c83-b338-af60e551e61a.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,195.536
0c688bff-baf8-4095-94fe-7a30a2dbd585.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,99.427
1dfa5965-340f-4160-b446-d6d10c5a5726.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,193.943
1ab486b4-45e9-4b17-a8e6-2541ac445299.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,115.291
038e08b6-3bbc-475e-8dd7-4647cec24989.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,126.157
06193c65-8cc4-4cbd-8094-32a098cdbf2d.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,121.154
5cb71ce1-be0b-434f-bcda-97314f109511.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,254.751
1d003831-5799-4eb4-9172-5f60218d72dd.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,306.592
5b08be94-9b1a-47b3-b918-094ea9cfeee2.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,212.551
138f5bdf-ef9d-441b-bcb1-297531a2a1de.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,163.564
02484633-2a7a-4ef6-97b4-0c60eab088c2.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,103.804
0137f9c8-b960-4f99-876c-9cecb18b3b77.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,157.699
1ae194e4-c524-4dbb-b1d0-85b9641237de.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,220.838
0f3a9f5c-d5c1-425d-9d01-0e30c99e80c9.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,114.729
2e100508-194e-4727-ad59-8054682ab131.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,307.288
0712807e-6724-4808-ad19-0a09320a60e7.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,156.674
2188a3df-b538-4822-9923-d20cb2fef890.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,204.293
1f2384d2-5fbe-493b-8f99-b68d9cba2940.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,314.196
003d6d90-5ea6-4b02-a994-5165b2695041.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,117.787
000b93da-f4a6-4650-aea5-8f451c4d8db2.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,155.734
a4cffbdd-3f19-40f0-bc7c-e928dd018c79.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,237.801
1a2935ba-3d8c-42da-af64-0f5d731b2f8d.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,195.601
2af24fe0-80ae-47ff-a225-52c9be2458d6.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,195.053
0eb0348b-3aeb-494c-9095-950c1617eaf1.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,180.434
1a52c2cb-de10-48f9-80da-13205decd675.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,126.256
1b69260a-2aab-4301-b29a-b13edb645bec.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,223.152
1f43f2bb-6a51-4973-8810-02b96330c4c7.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,283.703
0e0f4144-eeb5-4d3b-9327-c0ebeac57c6d.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,145.942
88ac0153-324d-4d5b-b6a3-4d9b52f0e550.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,202.902
07b4a9c5-7acd-4030-80a9-8bea4223599c.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,171.004
2b8fd54b-1387-49ab-888c-09ced02e1366.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,217.887
308c2827-1192-4ce1-b1e0-d6984b955b3f.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,226.337
0dcc0340-cb51-4936-a78c-7fca6badbdba.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,124.492
0e31ccc4-e444-4769-91e8-694671d43752.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,71.468
1ceefdae-8c65-400e-bfc3-1c642acf6716.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,166.886
1af3c8b7-7ab8-47fd-b02e-000e5c45c42b.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,125.415
1d9eeb28-58f7-470d-ba97-7a7e0aa94bea.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,165.425
1b500b9f-7f71-47bc-a8eb-736db05ff11c.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,151.661
11de3afe-4336-4a59-a6e6-c4a24fefbfaf.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,239.68
04dc53bf-62de-4948-ad6f-6332103b07cb.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,99.136
2ca128cc-dfdf-4933-a727-290bae90a184.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,229.263
0cab8910-0cb8-4b08-a9d1-df5a8093c9dd.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,158.343
1afc0bad-8ec6-4bd0-b820-da98ad3a5b03.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,154.735
1b03a746-a9fc-4d36-8b1b-35be34c9e080.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,115.981
0cf2db81-aafd-4f62-93e0-b1df0e78f416.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,229.591
00f8fbf2-ec88-4f57-9321-6ed6191d62c8.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,108.6
08a51344-d0b1-4ed7-b4c1-c95ded27b307.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,162.756
1a1cd007-2468-4138-a07a-03c3b68b3d6d.jpg,Normal mucosa and vascular pattern in the large bowel,1920,1072,393.5
2b38fd50-d176-43c0-9877-7c8908ca278c.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,265.86
02bfb790-2f62-474e-8856-008c4000d59b.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,138.515
70a3a161-ae29-4171-a6ad-e3ac3d44062c.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,203.771
0d6ecfee-564b-414a-a781-fbe4fa2cfb29.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,131.569
15b609dc-611b-498e-9446-b7d8d6d1fee3.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,134.235
080a6e41-cf0a-4b7c-b778-e2989fd298f3.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,114.035
0a9c1f69-2279-4336-b2c1-965ae79f8198.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,104.852
00c1197e-a3b3-4a83-a29f-ebf2013babc7.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,146.27
7debdec0-bf8a-4628-8739-d5ac5ac62592.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,245.28
04fb5e3d-e874-461e-bbaf-f41d29ef5353.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,174.597
0b5a97d1-9572-4d91-856b-98f506da1b8c.jpg,Normal mucosa and vascular pattern in the large bowel,1280,1024,458.858
0c884468-3f72-43bd-ad38-8279001c28c5.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,122.549
02654c87-ed4b-4335-a474-9a8de8ec071e.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,158.913
0fb08038-018a-4330-a237-00c1ef28a9fd.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,132.424
1b122365-7339-4565-b486-0705b7eed2c3.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,180.542
0d7d83f8-cf68-4b2b-883a-e0df3e00e828.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,147.333
0a1aa142-ff47-4849-870a-f021c347a8aa.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,156.883
46ceacb9-f761-4c5b-b837-b69d1ca7837f.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,214.678
0aeee025-953e-4212-bc4c-ce3658c25f56.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,164.149
7faeb7aa-aa86-4130-871e-4e6733289800.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,220.503
0481d2cf-1490-4fae-a1db-4c3c376ed920.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,160.099
1c9c0201-10d0-4105-8435-6130ab4dd322.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,264.648
0e33fc0f-c949-40e9-b777-b1c4b42dbba0.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,123.203
0c729408-dd6f-4667-8995-23b8fa8b64e8.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,92.472
04fb7b9a-0eca-4868-b0f4-cad054258217.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,139.271
09d1f530-f9c3-48b6-a586-d60581a2e852.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,180.171
195546a8-07b7-4a1f-a267-a29477bc1473.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,182.087
0ecc7475-eb28-4fb3-85db-c5cdeb0cc9d6.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,165.497
070fb54b-958c-4749-9909-2c492129668a.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,104.832
0f4cf5d9-c565-4448-a82f-d371e29f956f.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,89.408
3054a6c7-2685-472e-989e-bd5ade9cd7d2.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,221.277
1a11fccd-1f79-4002-bc9d-d364d569e31d.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,122.196
0d7cdf90-398a-4e4e-a32f-1829b5e6a384.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,104.393
0a20ced6-36d7-43c7-83a4-fd1a87cf65f1.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,117.683
32bd4bcc-db4f-4c80-ba67-8e038769758c.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,257.737
0460ebd4-9158-4705-8795-97c8bbf8103e.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,202.244
0e0aa5a3-806d-4876-8f82-6599d11d62e5.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,184.987
1f091720-dde2-4dcb-b2ae-4ba3e43612e5.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,218.663
02cf1513-45df-4777-96a0-8a917420d6da.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,152.485
0b13cf36-1dfe-4579-9e64-677a5c4f5e57.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,181.437
1a1e342f-7be4-4e5c-98c5-e7d333569789.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,186.291
5ba72343-fe37-44d3-a380-f115d94afd2e.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,198.437
0af03dda-da70-4c2d-8b10-df25e1dae273.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,87.145
0a65939b-359d-429b-9bd1-69a869a88101.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,165.082
0cec3eac-21af-463d-ae49-d9a3630219cf.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,165.16
0de9cdfa-3d89-4c24-8fbd-85233c57e455.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,168.821
0b50c846-f163-4909-bd34-24b3d3fefd25.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,191.072
0f00f788-0b7a-4674-b08d-15d7c2de941a.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,164.918
051dd0e1-d9b3-472d-94d0-0909628a6429.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,105.122
0dfb3011-08e3-4c09-840e-1acd03cddf35.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,239.239
80ac1575-cf3f-4613-9650-a430237b66a9.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,207.805
6b16f5b0-7f33-405b-a205-b82eb5fa17f0.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,259.631
2af9acdd-f80c-4ec1-843c-9a8736da6d96.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,196.151
0e5823ea-e61b-4f84-8a2a-cfbdb5a76801.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,95.145
1aa3805c-3bcb-4a32-916d-faf59305000c.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,140.042
0cd8eb98-e533-408a-a18d-49db30485c2a.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,97.302
8fda5a36-dcb2-45b3-a0fe-82148bc7b0fe.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,249.919
1ed30260-839d-4e3f-b662-9e60a54910d7.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,186.272
a0a55e06-7931-4e48-a032-e7745b6facc1.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,211.925
0a58bfd9-0779-4c7a-804e-51e2cd31f8f4.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,192.341
9c097112-046a-4931-b05d-c7ccf9ead64e.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,256.308
72cbcbb5-3a38-4974-a880-d904119def47.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,158.394
0a80b0fc-15a6-40ee-9858-54c311bf006a.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,111.867
19d728ac-d7b5-4fcd-9c31-0c40f934a625.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,175.156
6c6bbbb1-4f76-415c-8aaa-4beb9eb9da27.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,212.106
1a8b580a-42be-424b-8ca5-5bc23e2731e6.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,129.554
732b3bc9-cac5-47bb-bb94-52b5f84f6bcc.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,173.85
1a4d7519-6533-4f5e-b39a-fd55dd99c786.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,134.472
0cf1ef38-085e-4cce-afd5-9ab743d6667c.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,115.369
0d275b27-12b7-49ac-80db-dc4fac939a7c.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,121.581
00d811bf-27bf-4d71-8023-601964d924ac.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,189.467
66034bd2-7940-4de3-9a15-1f5b855293ca.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,205.499
1a30ef48-fe21-4df3-afa3-2b3e55f271b1.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,171.301
0e169542-ab1c-4526-8036-c542c14febf9.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,149.529
00f13d4d-7b3e-48e5-9410-97bdd4b19c40.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,121.548
51267028-7fbc-40fa-b633-a66ff8acf1ff.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,197.49
6078f9da-b3cd-4718-a325-99355aa5b523.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,256.645
0f629552-6c62-4658-ae33-3396fa3b7301.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,94.632
1f900526-9661-4b8d-b0d0-11fea0826685.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,195.846
6775b784-756f-4716-8952-5d25e095487d.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,187.444
1bba30e9-5021-47cf-a4a5-a5cd9aa3d887.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,124.581
11b9e953-605a-4e12-a9ff-addf0e78c474.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,153.969
0cf2b3ef-74ff-4f1f-bdc9-2c60ae6b4916.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,87.047
11f0d4ca-abc8-47f7-94e6-b300478fce37.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,142.039
0ca4a89a-dddd-4af8-b1cf-23dd70635b74.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,140.026
0e102288-102c-4915-9767-2a5d2deeb6c7.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,116.623
1d883ac7-8bea-412e-a49f-339fd3bb1cf8.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,185.271
21b4129b-d99e-49d9-9c15-b2f5c30e05ce.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,233.748
16cdc152-bda0-44b2-a876-e1ff08b869df.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,170.689
6131f811-baa7-407b-946a-d1085e5a6791.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,218.406
1a1cdc7b-c755-444f-9e9a-7991f5a69c43.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,151.408
19cc9b90-3b79-4fa2-90d7-7ab5b0f6f840.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,171.151
7b1a164b-8fff-4754-97ff-125be4b9427a.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,164.527
1e0ee952-64bc-492a-a7f7-697726f8a020.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,151.936
1f07ed19-4e4c-4e3d-86d6-5c5178ea0315.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,181.271
1e1e9969-605c-4da7-a50f-a9a0bcfb655c.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,156.949
7a8dd0a8-cf84-4cee-96b3-87ea914896e4.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,352.581
0b417739-0e6a-494e-8f04-730055f82649.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,153.002
1437337a-3de0-4a02-8f61-47cdfc64c9f3.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,189.043
26ea0cb7-45af-478a-b83d-815d0f58b184.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,286.731
02412ea5-fc91-4356-9ca0-98ff2baf2282.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,174.662
0626deb4-ff1c-41e8-b5bc-cee0acefb82f.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,141.957
7cf46e8a-f3d6-4a1e-b94a-9a6b3a3ebb58.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,165.069
6a878e36-e6d7-4b17-a849-a08b48a6d25d.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,209.675
048292a8-2353-48a2-9c5c-42dcf06a3fe1.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,144.563
1b2b6db1-163f-4c75-bbbb-4184747701f8.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,235.794
176b4e02-8e06-4fc5-bf21-59ab79cd19c8.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,162.77
0a1edb16-17b2-4f15-87a8-e98805648244.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,155.825
0d253486-77aa-4e05-8ee8-bff4e4ea1090.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,163.022
331b61ff-d032-4f73-95a0-a6d877ad7e00.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,253.317
0e9dfebe-a034-4c92-9bdb-4dbc17166b8f.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,112.583
65667317-6d03-4447-bd7f-db3215cc1722.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,163.026
1fc24036-b125-4ca3-9b2f-64583fe6883f.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,195.484
6750fe54-8142-4935-a53e-a1ed0702bbe3.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,174.37
848897c5-0a65-4c2f-aa95-2cad8ac4c2ba.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,204.786
420cfc7a-9fe0-4eac-ab47-5007db1f7a52.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,255.567
19e46fb1-7100-41bb-b7b1-9ada22dab4ad.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,155.726
65627922-075c-4d78-bc9b-338f9289bee5.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,204.365
332ff10f-7316-41d6-89da-948f8d2743b2.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,318.1
0baea227-fc08-4462-9380-529689d32096.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,131.537
0fa48958-c9ba-49b4-9fcc-aafdac1ccc77.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,107.182
1b986e4a-b33b-4ae7-b52e-d1dfb990792a.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,285.687
9465673c-3f83-4b82-a1c9-896f7f9fb082.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,191.269
0e6b906f-fb3e-40f3-ab1d-cd6940e2941d.jpg,Normal mucosa and vascular pattern in the large bowel,720,576,125.715
7d94685c-b1b2-4a5f-95ba-047357e19c08.jpg,Normal mucosa and vascular pattern in the large bowel,768,576,233.018
